Prompt,Category,Subject,Context Dependency,SourceDataset,SourceSplit,SourceId,Choices,AnswerIndex,AnswerLetter,AnswerText,Gsm8kAnswer,MbppTests
"Mr. Grey is purchasing gifts for his family. So far he has purchased 3 polo shirts for $26 each; 2 necklaces for $83 each; and 1 computer game for $90. Since Mr. Grey purchased all those using his credit card, he received a $12 rebate. What is the total cost of the gifts after the rebate?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"Mr. Grey paid $26/shirt x 3 shirts = $<<26*3=78>>78 on polo shirts.
He paid $83/necklace x 2 necklaces = $<<83*2=166>>166 on necklaces.
So, he paid $78 + $166 + $90 = $<<78+166+90=334>>334 for the gifts.
After the rebate, the total cost of the gifts is now $334 - $12 = $<<334-12=322>>322.
#### 322",
Tony paid $7 for 2 dozen apples and 1 bunch of bananas. Arnold paid $5 for 1 dozen apples and 1 bunch of bananas. How much does a bunch of bananas cost?,Logic/Math,GSM8K,No,gsm8k,train,,,,,,"Tony paid $7-$5= $<<7-5=2>>2 more than Arnold
We know he bought the same number of bananas as Arnold but that he bought 2-1=1 dozen apples more than Arnold
Therefore a dozen apples should cost $2
If Arnold paid $5 and $2 for a dozen apples then the bunch of bananas cost $5-$2=$<<5-2=3>>3
#### 3",
"At Snowflake Plastics, each employee gets 10 sick days and 10 vacation days per year.  If Mark uses half his allotment of both types of days in a year, how many hours' worth of days does he have left if each day covers an 8-hour long workday?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"First, we add the two types of days together to find 10+10=<<10+10=20>>20 days in total between the two types.
We then divide this number in half to find Mark's remaining number of days, getting 20/2= <<10=10>>10 days remaining.
Since each day counts as 8 hours, we multiply 10*8= <<10*8=80>>80 hours' worth of days remaining for Mark.
#### 80",
"James's favorite basketball player got paid based on how many points he averaged each week. He gets $10,000 if he averages 30 or more points a game and $8,000 if he averages under 30 points a game. For his last week, in the first game he scored 30 points and in the second game he scored 28 points. In the third game he scored 32 points. In the fourth game he scored 34 points and in the fifth game he scored 26 points. How much does he get paid for the week?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"His favorite player scored 150 total points that week because 30 plus 28 plus 32 plus 34 plus 26 equals 150
He averaged 30 points a game because 150 divided by 5 equals <<150/5=30>>30.
He gets paid $10,000 because that's how much he gets if he averages 30 or more points that week.
#### 10,000",
"An earthquake caused four buildings to collapse. Experts predicted that each following earthquake would have double the number of collapsing buildings as the previous one, since each one would make the foundations less stable. After three more earthquakes, how many buildings had collapsed including those from the first earthquake?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"The second earthquake caused 2 * 4 = <<2*4=8>>8 buildings to collapse.
The third earthquake caused 2 * 8 = <<2*8=16>>16 buildings to collapse.
The fourth earthquake caused 16 * 2 = <<16*2=32>>32 buildings to collapse.
Including the first earthquake, the earthquakes caused 4 + 8 + 16 + 32 = <<4+8+16+32=60>>60 buildings to collapse.
#### 60",
John received 20 gifts on his 12th birthday.  He received 8 fewer gifts on his 13th birthday.  How many total gifts did he receive between those two birthdays?,Logic/Math,GSM8K,No,gsm8k,train,,,,,,"He got 20-8=12 gifts on his 13th birthday
So he got 20+12=<<20+12=32>>32 total gifts
#### 32",
"Ariella has $200 more in her son's saving account than Daniella has in her son's savings account. Ariella's account earns her simple interest at the rate of 10% per annum. If Daniella has $400, how much money will Arialla have after two years?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"If Ariella has $200 more in her son's saving account than Daniella has, then she has $400 + $200 = $600
If she earns an interest of 10% in the first year, her savings account increases by 10/100 * $600 = $<<10/100*600=60>>60
In the second year, she earns the same amount of interest, which $60 + $60 = $<<60+60=120>>120
The total amount of money in Ariella's account after two years is $600 + $120 = $<<600+120=720>>720
#### 720",
"Carol is an aviation engineer deciding how much fuel to put in a jet. The empty plane needs 20 gallons of fuel per mile. Each person on the plane increases this amount by 3 gallons per mile, and each bag increases it by 2 gallons per mile. If there are 30 passengers and 5 flight crew, and each person brought two bags, how many gallons of fuel does the plane need for a 400-mile trip?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"First find the total number of people by adding the number of passengers and flight crew: 30 people + 5 people = <<30+5=35>>35 people
Then find the total number of bags by doubling the total number of people: 35 people * 2 bags/person = <<35*2=70>>70 bags
Then find the fuel increase caused by the people by multiplying their number by the fuel increase per person: 35 people * 3 gallons/mile/person = <<35*3=105>>105 gallons/mile
Then multiply the number of bags by the fuel increase per bag to find the total fuel increase they cause: 70 bags * 2 gallons/mile/bag = <<70*2=140>>140 gallons/mile
Now add the fuel increases to the base fuel consumption to find the total fuel needed per mile: 140 gallons/mile + 105 gallons/mile + 20 gallons/mile = <<140+105+20=265>>265 gallons/mile
Now multiply the fuel consumption per mile by the number of miles flown to find the total amount of fuel needed: 265 gallons/mile * 400 miles = <<265*400=106000>>106,000 gallons of fuel
#### 106000",
Julia has $40. She spends half of her money to buy a new game for her phone. She spends a quarter of what she has left on in-game purchases. How much money does she have left?,Logic/Math,GSM8K,No,gsm8k,train,,,,,,"Julia spend $40 / 2 = $<<40/2=20>>20 on the game.
After buying the game, she has $40 - $20 = $<<40-20=20>>20 left.
She spent $20 / 4 = $<<20/4=5>>5 on in-game purchases.
She has $20 - $5 = $<<20-5=15>>15 left.
#### 15",
"Cadence has worked for her new company five months longer than she worked for her old company. If she worked at her old company for 3 years earning $5000 per month, and she's now earning 20% more in the new company, calculate the total amount of money she's earned in both companies in the period she's worked for them?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"In her old company, if she worked for three years, the total number of months she was paid for is 3 years*12, which is the number of months in a year = <<3*12=36>>36 months.
If each month she was paid $5000, her total earnings in the old company were $5000* 36 =$<<5000*36=180000>>180000
In her new company, she is paid 20% more, which is 20/100*$5000 = $<<20/100*5000=1000>>1000 per month more than what she was paid at the old company.
In total, she earns $5000+$1000 = $<<5000+1000=6000>>6000 per month in her new company.
Since she's worked five months more in the new company than the old company, she has worked for 36+5 = <<36+5=41>>41 months in the new company.
The total amount she's earned in the new company is $6000*41 = $<<6000*41=246000>>246000
The combined total for both companies is $246000+$180000 = $<<246000+180000=426000>>426000
#### 426000",
"Yolanda leaves home for work at 7:00 AM, riding her bike at 20 miles per hour. 15 minutes after she leaves, her husband realizes that she forgot her lunch, and jumps in the car to bring it to her. If he drives at 40 miles per hour and follows the exact same route as Yolanda, how many minutes will it take him to catch her?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"Let x be the number of minutes it takes Yolanda's husband to catch her.
We know that Yolanda will spend a total of x + 15 minutes riding her bike since she left 15 minutes before her husband.
The distance each person travels is equal to their travel speed times the number of minutes they spend traveling. That means Yolanda's distance is equal to 20 mph * (x + 15) and her husband's distance is equal to 40 mph * x
Yolanda's husband catches up to her when they've both traveled the same distance, which is when 20(x + 15) = 40x
We can simplify this equation by multiplying 20 through the parentheses to get 20x + 300 = 40x
Then we can subtract 20x from each side to get 300 = 20x
Finally, we divide both sides by 20 to find that x = 15.
#### 15",
"Keaton climbed a 30 feet ladder twenty times while working at the construction site. Reece, also working at the same site, climbed a ladder 4 feet shorter than Keaton's ladder 15 times. What's the total length of the ladders that both workers climbed in inches?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"If Keaton climbed his ladder twenty times, he covered a length of 30*20 = <<30*20=600>>600 feet.
Reece's ladder, 4 feet shorter than Keaton's ladder, was 30-4 = <<30-4=26>>26 feet long.
If Reece climbed the ladder 15 times, he covered a length of 15*26 = <<15*26=390>>390 feet.
Keaton and Reece's total length covered while climbing the ladders is 390+600 = <<390+600=990>>990 feet.
Since one foot is equal to 12 inches, the total length they climbed the ladders in inches is 12*990 = <<12*990=11880>>11880 inches.
#### 11880",
"In one hour, Addison mountain's temperature will decrease to 3/4  of its temperature. If the current temperature of the mountain is 84 degrees, what will the temperature decrease by?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"In one hour, Addison mountain's temperature will decrease to 3/4 of the temperature it is now, meaning the temperature will decrease to 3/4*84=<<3/4*84=63>>63 degrees.
The temperature decrease will be 84-63=<<84-63=21>>21 degrees
#### 21",
"Mark wants to set the record for most consecutive ropes jumped.  The record is 54,000.  He can jump 3 times a second.  How many hours would he need to jump rope?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"He can jump 3*60=<<3*60=180>>180 times per minute
So he can jump 180*60=<<180*60=10800>>10,800 per hour
So it would take him 54,000/10,800=<<54000/10800=5>>5 hours
#### 5",
"Bob was creating a math test for an online platform.  He created 13 questions in the first hour.  Bob then doubled his rate for the second hour, and doubled his second hour rate for the third hour.  How many questions did Bob create in the three hours?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"First hour: <<13=13>>13
Second hour:13(2)=26
Third hour: 26(2)=52
Total:13+26+52=<<13+26+52=91>>91 questions
#### 91",
"Sue works in a factory and every 30 minutes, a machine she oversees produces 30 cans of soda. How many cans of soda can one machine produce in 8 hours?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"Since there are 2 sets of 30 minutes in an hour, then in 8 hours there are 8 x 2 = <<8*2=16>>16 sets of 30 minutes.
Hence, a machine that Sue oversees can produce 30 cans x 16 = <<30*16=480>>480 cans of soda in 8 hours.
#### 480",
Porche has 3 hours to get all her homework done. Her math homework takes her 45 minutes. Her English homework takes her 30 minutes. Her science homework takes her 50 minutes. Her history homework takes her 25 minutes. She also has a special project due the next day. How much time does she have left to get that project done?,Logic/Math,GSM8K,No,gsm8k,train,,,,,,"She has 180 minutes to do work because 3 times 60 equals <<3*60=180>>180
She has already spent 150 minutes on homework because 45 plus 30 plus 50 plus 25 equals <<45+30+50+25=150>>150
She has 30 minutes to finish her project because 180 minus 150 equals <<180-150=30>>30.
#### 30",
"A garden produced 237 potatoes, 60 fewer cucumbers and twice as many peppers than the cucumbers. How many vegetables did the garden produce?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"The garden produced 237 potatoes - 60 = <<237-60=177>>177 cucumbers.
The garden produced 177 cucumbers * 2 peppers/cucumber = <<177*2=354>>354 peppers.
The garden produced 237 potatoes + 177 cucumbers + 354 peppers = <<237+177+354=768>>768 vegetables.
#### 768",
"Jackson wants to impress his girlfriend by filling her hot tub with champagne. The hot tub holds 40 gallons of liquid. Each bottle of champagne holds 1 quart. (There are 4 quarts per gallon). If each bottle of champagne costs $50, but Jackson gets a 20% volume discount, how much does he spend on champagne?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"First find the number of quarts the hot tub holds by multiplying the number of gallons it holds by 4: 40 gallons * 4 quarts/gallon = <<40*4=160>>160 quarts
Then multiply the number of quarts of champagne Jackson buy by the normal price per bottle to find the cost before the discount: 160 quarts * $50/quart = $<<160*50=8000>>8000
Then multiply that number by 20% to find the amount of the discount: $8000 * .2 = $<<8000*.2=1600>>1600
Finally, subtract the discount from the total cost to find the final amount Jackson pays: $8000 - $1600 = $<<8000-1600=6400>>6400
#### 6400",
"On Monday Samson ate 3 sandwiches at lunch and ate twice as many at dinner. The next morning, he felt sick from eating all those sandwiches, so he only ate one sandwich for breakfast. How many more sandwiches in total did Samson eat on Monday than Tuesday?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"Samson ate 3 sandwiches x 2 = <<3*2=6>>6 sandwiches at dinner on Monday
He ate 3 sandwiches + 6 sandwiches = <<3+6=9>>9 sandwiches total on Monday
Therefore, he ate 9 sandwiches - 1 sandwich = 8 more sandwiches on Monday than Tuesday
#### 8",
"Thor is 13 times older than Captain America. Captain America is 7 times older than Peter Parker, and Ironman is 32 years older than Peter Parker. How old is Ironman if Thor is 1456 years old?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"Captain America is 1456/13 = <<1456/13=112>>112 years old
Peter Parker is 112/ 7 = <<112/7=16>>16 years old
Ironman is 16 + 32 = <<16+32=48>>48 years old
#### 48",
"Roberto and Valerie are jumping rope at recess. Roberto can skip 4,200 times an hour. Valerie can skip 80 times a minute. If they jump rope for fifteen minutes straight, how many skips will they total?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"Roberto skips 70 times per minute because 4,200 / 60 = <<4200/60=70>>70.
Together they skip 150 times a minute.
They will skip 2,250 times because 150 x 15 = <<150*15=2250>>2,250
#### 2,250",
"Dan owns an ice cream shop and every sixth customer gets a free ice cream cone. Cones cost $2 each. If he sold $100 worth of cones, how many free ones did he give away?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"He sold 50 cones because 100 / 2 = <<100/2=50>>50
He gave away 10 cones because 50 / 5 = <<50/5=10>>10
#### 10",
